no,nama_file,luas_daun,luas_lesi,severity_estimation
231,04409_healthy_jpg.rf.6e3fc5ccd567b18c01f073c7dd674ccb.jpg,2900989,0,0.00%
232,04410_healthy_jpg.rf.5efe8b28c042ccae54259652fcd6aa8b.jpg,5691109,0,0.00%
233,04411_healthy_jpg.rf.899c205461839909b9fea88289b5ca87.jpg,1653421,0,0.00%
234,04412_healthy_jpg.rf.5c2c3a62e917d6a4c8020b7e5e5c4fb5.jpg,3818120,0,0.00%
235,04413_healthy_jpg.rf.d4c81cdc02bfedaa562ec852da1f11e8.jpg,3828204,0,0.00%
236,04414_healthy_jpg.rf.ba428e80c4124b4c48774d09ecf20365.jpg,3788945,0,0.00%
237,04415_healthy_jpg.rf.929cd2c0aeb13a9e0f11745cfbff75ed.jpg,3720057,0,0.00%
238,04416_healthy_jpg.rf.c78835500f88866fd30f77e791aa93f7.jpg,3599431,0,0.00%
239,04417_healthy_jpg.rf.84c69f71fe05f54a3aba73a3e1986160.jpg,2867966,0,0.00%
240,04418_healthy_jpg.rf.8fc2c11567f54b2dfe5888bfd95bfabe.jpg,2313221,0,0.00%
241,04419_healthy_jpg.rf.2440e16c7e7bd78ffafbebfa62b26179.jpg,5367210,0,0.00%
242,04420_healthy_jpg.rf.1957617d7e72146b79194f1351ffb9fe.jpg,2799607,0,0.00%
243,04421_healthy_jpg.rf.106fdbe354e6c91ae72ec5940cd0e038.jpg,5380720,0,0.00%
244,04422_healthy_jpg.rf.6b58acd5441f71ce2ece5b4b160a9f1a.jpg,2530829,0,0.00%
245,04423_healthy_jpg.rf.9d44bb5798300560bfe072dcd365f10b.jpg,3793867,0,0.00%
246,04424_healthy_jpg.rf.bda25bb8d581bbb7eea791c39a0af9cd.jpg,3904886,0,0.00%
247,04425_healthy_jpg.rf.fec24ff937705ee2ca707a7574497bf2.jpg,4896768,0,0.00%
248,04426_healthy_jpg.rf.9a77360fc71b1fba433d92f96bdda6b9.jpg,5292643,0,0.00%
249,04427_healthy_jpg.rf.6fba9e8a909931f0166c6c40117ccf9e.jpg,1983306,0,0.00%
250,04428_healthy_jpg.rf.cacc365c5d83d5b15bb90a166706b99f.jpg,3887169,0,0.00%
251,04429_healthy_jpg.rf.61fcc97eda3c2df6062506decf047e0b.jpg,4747098,0,0.00%
252,04430_healthy_jpg.rf.e8251eb4621fef7ebe208ce3b0fe1197.jpg,4284592,0,0.00%
253,04431_healthy_jpg.rf.1e3120ced42817f98341837730a912e5.jpg,4099641,0,0.00%
254,04432_healthy_jpg.rf.8c96a3a2eabaedd8e8e9cead148299ec.jpg,2128721,0,0.00%
255,04433_healthy_jpg.rf.cde4132275d6c8d3e09e96819572f17c.jpg,5675611,0,0.00%
256,04434_healthy_jpg.rf.e7a71108375a39f6f33253141562930b.jpg,4131091,0,0.00%
257,04435_healthy_jpg.rf.4cf99ac39c7602d22e21bb34afeadd9e.jpg,3690418,0,0.00%
258,04436_healthy_jpg.rf.696b594b70760a481edce12cb9b9545b.jpg,4201671,0,0.00%
259,04437_healthy_jpg.rf.7f030e7262c9a03a33441e27eb84bbbe.jpg,1715129,0,0.00%
260,04438_healthy_jpg.rf.44542d162e71b3ab81a4605711268c60.jpg,3185277,0,0.00%
261,04439_healthy_jpg.rf.ea196edb934ab314a2211c548a29c6c8.jpg,3906980,0,0.00%
262,04440_healthy_jpg.rf.75e7c8a6d49a70396c3d85d92b759094.jpg,5587361,0,0.00%
263,04441_healthy_jpg.rf.7250095fb74862855744ef4f9333d183.jpg,3752981,0,0.00%
264,04442_healthy_jpg.rf.0465c2c08dead4785e7524d9ba796190.jpg,4523344,0,0.00%
265,04443_healthy_jpg.rf.3c62fc6a3818e65a376584c03388203c.jpg,2792318,0,0.00%
266,04444_healthy_jpg.rf.54c00a30a843539f8adae6c9324887f7.jpg,1253788,0,0.00%
267,04445_healthy_jpg.rf.a3b1d168034245078287c51aa0530704.jpg,1571837,0,0.00%
268,04446_healthy_jpg.rf.98bf037af38e18f5cf8da3e3469f89b1.jpg,4874925,0,0.00%
269,04447_healthy_jpg.rf.5e2538b76e8c12b7f0bc04a3931d8df7.jpg,2521488,0,0.00%
270,04448_healthy_jpg.rf.69ecac8550aec71dcb2ce3266c95c742.jpg,3223223,0,0.00%
271,04449_healthy_jpg.rf.3df896f066eea03435fc642ab1f115a9.jpg,3667858,0,0.00%
272,04450_healthy_jpg.rf.8304d09afcf40ced297d7d34ca3f8fd8.jpg,2620777,0,0.00%
273,04451_healthy_jpg.rf.c5c1d3aea7381f318e13f0b76e3d7df4.jpg,3172357,0,0.00%
274,04452_healthy_jpg.rf.263474d76c60d0706090b1423bf5d6ea.jpg,5968112,0,0.00%
275,04453_healthy_jpg.rf.be13bf5926d8ee4670cae74ce400fa60.jpg,5500347,0,0.00%
276,04454_healthy_jpg.rf.5f4cae36def711266c5299fb77fb33ac.jpg,4081322,0,0.00%
277,04455_healthy_jpg.rf.6ee4b1be7244873839df45fc5e64058f.jpg,2219513,0,0.00%
278,04456_healthy_jpg.rf.21c69238d26c4a358c7527bfb004c72e.jpg,2583698,0,0.00%
279,04457_healthy_jpg.rf.10ca6dd8ccfb6852510f6aa4ac75d0b4.jpg,4342707,0,0.00%
280,04458_healthy_jpg.rf.fdb74280cad9680085a53305309ebfac.jpg,4928173,0,0.00%
281,04459_healthy_jpg.rf.311803faf7083966c9d04e332bf7d095.jpg,3365324,0,0.00%
282,04460_healthy_jpg.rf.604064ca07ae296c968b60ec80b9c849.jpg,3915797,0,0.00%
283,04461_healthy_jpg.rf.04e959fb3f38e7c79e3f0c4c551ce5f1.jpg,2945826,0,0.00%
284,04462_healthy_jpg.rf.3ee4849a1fd8d9debda72c0da0e71db6.jpg,3798687,0,0.00%
285,04463_healthy_jpg.rf.93c52d4240adcb1f95287d3c6cf14d6c.jpg,5266017,0,0.00%
286,04464_healthy_jpg.rf.5bfcbd21f09f46e8f3655333961e2e24.jpg,2601001,0,0.00%
287,04465_healthy_jpg.rf.7f941ffa0a46c8ce3d7f4a1beabdf0e2.jpg,6026668,0,0.00%
288,04466_healthy_jpg.rf.3d1894fe585f44c705284bb661374a00.jpg,4182516,0,0.00%
289,04467_healthy_jpg.rf.65b511dee9e5ba4b087bb09bd54ee1e7.jpg,1645719,0,0.00%
290,04468_healthy_jpg.rf.1d01665847475f3e2eed7e6230a89882.jpg,3121234,0,0.00%
291,04469_healthy_jpg.rf.6469ac12c397a64ebb5cd0ed59e6d0c1.jpg,3734407,0,0.00%
292,04470_healthy_jpg.rf.e8232bc3d46ab96f0ee5c3d447738f7b.jpg,2555391,0,0.00%
293,04471_healthy_jpg.rf.2b3cb43cdfdc97ae6122b8440a4f14c1.jpg,3864402,0,0.00%
294,04472_healthy_jpg.rf.f0312f8c2d15e68084a323a143b7e69d.jpg,3954203,0,0.00%
295,04473_healthy_jpg.rf.627e01c0e5e99105724f5d5ab8f56ec0.jpg,3346286,0,0.00%
296,04474_healthy_jpg.rf.b3d66c4172f94f951032d8bdf870fe59.jpg,3719829,0,0.00%
297,04475_healthy_jpg.rf.a4dd7aeea09c684d9a1660dc49c4dbf0.jpg,3344504,0,0.00%
298,04476_healthy_jpg.rf.9cb9b86f3ab0adca68190d590b2df59b.jpg,4024391,0,0.00%
299,04477_healthy_jpg.rf.a66d244062f5caf4b965a809bec58c24.jpg,1401936,0,0.00%
300,04478_healthy_jpg.rf.2c512d850eae5aaae6bdc827f8962ae5.jpg,2527780,0,0.00%
301,04479_healthy_jpg.rf.88bef36e3fd3bdcec4914a0ddbc79d81.jpg,3080999,0,0.00%
302,04480_healthy_jpg.rf.6e2618ad9b221fad1e35af516f8e4ca7.jpg,4902832,0,0.00%
303,04481_healthy_jpg.rf.bc342b3a2ea989c48a416baf7fbf4d6e.jpg,4045403,0,0.00%
304,04482_healthy_jpg.rf.65855476bf71481e2798261338abcd3b.jpg,4004867,0,0.00%
305,04483_healthy_jpg.rf.ef9d9b74acf9a3164b4eb70efc62c833.jpg,3479080,0,0.00%
306,04484_healthy_jpg.rf.7aed523f703c176cd1e04b2d5fea8233.jpg,2988971,0,0.00%
307,04485_healthy_jpg.rf.991c41203a09999f5cf63923c469e110.jpg,3655208,0,0.00%
308,04486_healthy_jpg.rf.d79c40ac2ee7b87904d8de5dc6f21579.jpg,2353016,0,0.00%
309,04487_healthy_jpg.rf.1140ce4aa1376f4c4db33ac9134f999b.jpg,4486029,0,0.00%
310,04488_healthy_jpg.rf.3bfc18ef276a685cecd30a289c331ccb.jpg,3301373,0,0.00%
311,04489_healthy_jpg.rf.559ce4982b0cc89a1b669d81aaf78bea.jpg,1707299,0,0.00%
312,04490_healthy_jpg.rf.801acda58f193316f42d4dfc565e1d2e.jpg,4698478,0,0.00%
313,04491_healthy_jpg.rf.74fbbb43249ad869f5fbd652b04c2fa5.jpg,1930805,0,0.00%
314,04492_healthy_jpg.rf.855791ef87968f23a27ba67551bee631.jpg,4729172,0,0.00%
315,04493_healthy_jpg.rf.01d3ff15090047464a985c656d2b5f88.jpg,3907685,0,0.00%
316,04494_healthy_jpg.rf.a9d1ac1efd0c7bca715a8b7cce1135f4.jpg,3286925,0,0.00%
317,04495_healthy_jpg.rf.92c0919c2ee138456877474829f8989d.jpg,3335490,0,0.00%
318,04496_healthy_jpg.rf.d2e38d479e92ba289daff2c7e7ef80c9.jpg,2561454,0,0.00%
319,04497_healthy_jpg.rf.8739517e0eeeca7a33a1b6946fc01d01.jpg,2330197,0,0.00%
320,04498_healthy_jpg.rf.eb7b78477e67588c558e0a8974e65b72.jpg,3280931,0,0.00%
321,04499_healthy_jpg.rf.20089945a5ab4cf6b79dedbe8b32926b.jpg,5014497,0,0.00%
322,04500_healthy_jpg.rf.466f4c02eca6d39f200ac62e41ee6f30.jpg,3597223,0,0.00%
323,04501_healthy_jpg.rf.ff36655e7b98ab9c63ad776bcb5da780.jpg,2088859,0,0.00%
324,04502_healthy_jpg.rf.f98649cb347d76f9e99edcfcea2745cf.jpg,3419627,0,0.00%
325,04503_healthy_jpg.rf.64237b402655b0ba5a5fe88ece572a10.jpg,4837176,0,0.00%
326,04504_healthy_jpg.rf.8fcb5fb7699c7e5bafd5e0caf331121b.jpg,2047300,0,0.00%
327,04505_healthy_jpg.rf.bc55a06650e716095fb7dba53400f0d3.jpg,1952415,0,0.00%
328,04506_healthy_jpg.rf.e907dd13b18b2f4bc08fefa0867c51b5.jpg,4141053,0,0.00%
329,04507_healthy_jpg.rf.078a4a0758248217beeca3479c1cead1.jpg,4961668,0,0.00%
330,04508_healthy_jpg.rf.afddc420be21d59c914865ea59895b02.jpg,3376124,0,0.00%
331,04509_healthy_jpg.rf.a2f784801a2adea8c3d96270dd0c23cd.jpg,4514303,0,0.00%
332,04510_healthy_jpg.rf.0457400e5bf352032ede6ea757bb217e.jpg,3866814,0,0.00%
333,04511_healthy_jpg.rf.bc4b85f621542c4a75c2c3f267a37bc3.jpg,3532923,0,0.00%
334,04512_healthy_jpg.rf.3cfc616d09cbc367dfbe0bdeac22a0d5.jpg,2712240,0,0.00%
335,04513_healthy_jpg.rf.05a760d798b7aa1494646288faaa33a8.jpg,2797989,0,0.00%
336,04514_healthy_jpg.rf.943d0176f71ba49e7fb658263702ccdb.jpg,2718547,0,0.00%
337,04515_healthy_jpg.rf.085789573ffb53ab9b4ef67620fcc370.jpg,5712862,0,0.00%
338,04516_healthy_jpg.rf.0d09069954ecc85643693981a7330f1a.jpg,5772841,0,0.00%
339,04517_healthy_jpg.rf.3a6ecd8759b5c18cb72a7cc827bdfc25.jpg,3904184,0,0.00%
340,04518_healthy_jpg.rf.f7900cf69ffefcfa5f55f673bcd1fdc8.jpg,5109534,0,0.00%
341,04519_healthy_jpg.rf.9c7fb83a9987057122488f23f1487977.jpg,3211680,0,0.00%
342,04520_healthy_jpg.rf.753cab7bda31ff6f84611f021150e82f.jpg,2446506,0,0.00%
343,04521_healthy_jpg.rf.b681c4d54b62da78886ee056de0737bd.jpg,4124077,0,0.00%
344,04522_healthy_jpg.rf.404eb15a47f84d6a80bc4ce41303f29e.jpg,3316311,0,0.00%
345,04523_healthy_jpg.rf.55018a10c0064bdd75cb7fa2180d2f69.jpg,3891561,0,0.00%
346,04524_healthy_jpg.rf.5856b0f3c1fdfb42d2d9412864190859.jpg,3378271,0,0.00%
347,04525_healthy_jpg.rf.3a5f2914f9e8c25dd459e64972009d60.jpg,2268284,0,0.00%
348,04526_healthy_jpg.rf.d99702174233777342078cb424938878.jpg,2543890,0,0.00%
349,04527_healthy_jpg.rf.e21b21be9aeaa3ee0a1fb651cc03a2f4.jpg,3789330,0,0.00%
350,04528_healthy_jpg.rf.4c424a258b6df79d354b879bf305902a.jpg,3369071,0,0.00%
351,08977_rust_jpg.rf.790cd434d56aa86e06fcaf3ac3d995ba.jpg,1608746,24541,1.53%
352,08978_rust_jpg.rf.a75af36c207b627dda816d8266391a22.jpg,4949858,389982,7.88%
353,08979_rust_jpg.rf.23ae54e7b0dd1ec779cb4f3c30087ecd.jpg,1006695,16392,1.63%
354,08980_rust_jpg.rf.6bf829d62aa333259101f1b367224a42.jpg,1841097,50215,2.73%
355,08981_rust_jpg.rf.779e2b65c5607f9c14c1bb98ceadf9f8.jpg,1649954,13723,0.83%
356,08982_rust_jpg.rf.8a02fa44a5760e0edf8008bc6b5fc716.jpg,2291845,3804,0.17%
357,08983_rust_jpg.rf.afe152d614093581fa4497cccf74f153.jpg,1254506,61439,4.90%
358,08984_rust_jpg.rf.86017ca6739d69460f206905590e9c31.jpg,4117632,57955,1.41%
359,08985_rust_jpg.rf.997432c1f0629d5fd808154a06ebce1b.jpg,2228879,75749,3.40%
360,08986_rust_jpg.rf.1dadc82cb2f0a80138926c12b3a40259.jpg,1879069,9113,0.48%
361,08987_rust_jpg.rf.8016171fabd32a52e028c8c1d4d960cb.jpg,1787529,69823,3.91%
362,08988_rust_jpg.rf.3d6f7c27d96fe0473ce13ec7567d4a60.jpg,1584496,31747,2.00%
363,08989_rust_jpg.rf.0f2c88c8489135fa6b83299542e2ef3e.jpg,1387878,31230,2.25%
364,08990_rust_jpg.rf.1dfb5ceffe6e9b81681b5cea151ef7d6.jpg,2370408,97588,4.12%
365,08991_rust_jpg.rf.e218fc6583a35e7201e54a24bc327fa6.jpg,1033685,10121,0.98%
366,08992_rust_jpg.rf.3157f368a67c8359bcf42c7cf433da9b.jpg,1139223,17483,1.53%
367,08993_rust_jpg.rf.98ae603333dc63a7051227e2011f1c2c.jpg,3615007,223819,6.19%
368,08994_rust_jpg.rf.9409853116ee874aae1807b590df8aac.jpg,2480661,157828,6.36%
369,08995_rust_jpg.rf.c592c9a830b958d0d10943be7697052b.jpg,2196588,85704,3.90%
370,08996_rust_jpg.rf.5340b565620b0c56b9bfd6cb5209f951.jpg,2757473,26757,0.97%
371,08997_rust_jpg.rf.4327220b8cb0986cff6f68452ac1fa6f.jpg,964927,31808,3.30%
372,08998_rust_jpg.rf.abe737db9fb737ebc7c038a77b4e58b9.jpg,2003051,100662,5.03%
373,09000_rust_jpg.rf.f60780e421a4fe63235527aff0160119.jpg,1545869,5002,0.32%
374,09001_rust_jpg.rf.f68815c1da43763aae393abae0b8dbab.jpg,4088841,351911,8.61%
375,09002_rust_jpg.rf.55030ab2c642be3e476fea00eb3c5635.jpg,4261719,62105,1.46%
376,09003_rust_jpg.rf.f9cc33dbf1763b30144c627acb7ec8b0.jpg,4811476,346094,7.19%
377,09004_rust_jpg.rf.5c3dcd68c1a2b0a7228cd4f0f43412a5.jpg,2891950,161150,5.57%
378,09005_rust_jpg.rf.08318bdfe881ca49992603cc84ec4cd8.jpg,2819433,32063,1.14%
379,09006_rust_jpg.rf.5a39339eacf0ded5c8f80afaf6d2909b.jpg,3466926,119424,3.44%
380,09008_rust_jpg.rf.5b031c4a6b3c5f62059e2f20bcc1b604.jpg,3651855,299988,8.21%
381,09009_rust_jpg.rf.c553191c6ef42da0c3d956e23a1af2ea.jpg,2454535,39356,1.60%
382,09010_rust_jpg.rf.80b9ec5fa256b609f9ee77fd5fec1ffb.jpg,5695036,31471,0.55%
383,09011_rust_jpg.rf.9c175c67525527531e6516c30eacf71a.jpg,3838265,116758,3.04%
384,09012_rust_jpg.rf.bb0ee9f116d4d03f1d475bcbbca9c557.jpg,2090453,96509,4.62%
385,09013_rust_jpg.rf.5e7d61085fa89d3aa627aecbcedfcd06.jpg,1559603,31875,2.04%
386,09014_rust_jpg.rf.741abec1e4b9c7b2af9347a36ae7a28e.jpg,1702530,12979,0.76%
387,09015_rust_jpg.rf.fc5dd093cb9a165677cccc24afe8909c.jpg,415928,17990,4.33%
388,09016_rust_jpg.rf.f3560f4cd5b55b054b45c28c59bd60b6.jpg,1413708,28666,2.03%
389,09017_rust_jpg.rf.c8f5c635f4de69dfb517dca395a4026e.jpg,3477785,53238,1.53%
390,09018_rust_jpg.rf.8256ff0dc0d065dff73059b2a17ed06d.jpg,3181073,339202,10.66%
391,09019_rust_jpg.rf.f031d7cbe80a29f4d7bc26aad336c131.jpg,2195692,3407,0.16%
392,09020_rust_jpg.rf.2c9932a98c4e0af0bbf83da6f5bc7416.jpg,1111981,21541,1.94%
393,09022_rust_jpg.rf.3eb7b68ccdea95e1e4866222bd04ee6f.jpg,1817704,65096,3.58%
394,09023_rust_jpg.rf.1bd8dfff5a738c2a614dff0abe4d86be.jpg,2105659,47147,2.24%
395,09024_rust_jpg.rf.2c6d3ab4af5b57530444f38f123101e1.jpg,1153184,14644,1.27%
396,09025_rust_jpg.rf.2c25f0e774361190df95b90aab20d172.jpg,904944,3070,0.34%
397,09026_rust_jpg.rf.7748d2a15e1db2709ac56684f87c95be.jpg,789318,29113,3.69%
398,09027_rust_jpg.rf.bf93f2beb942ca494b18c33ee8c415f7.jpg,1525922,40013,2.62%
399,09028_rust_jpg.rf.03773ce24f2bf3d68afcdea823bdca18.jpg,1810392,12662,0.70%
400,09029_rust_jpg.rf.421ed898a576a645b311efc297cabea7.jpg,2004301,7260,0.36%
401,09031_rust_jpg.rf.02bcdee7bb798ace05e0d90bd3b4a052.jpg,2459167,307235,12.49%
402,09032_rust_jpg.rf.ebdffbe3dc44c2d64d7e286acb608740.jpg,1642660,18962,1.15%
403,09033_rust_jpg.rf.56caf44f4bdcc466e8cf4e6f705486be.jpg,1465981,14456,0.99%
404,09034_rust_jpg.rf.105a766f39044fcad6c1b390f65e5d58.jpg,1934550,113326,5.86%
405,09035_rust_jpg.rf.55c7d7cd44a98a0011b46b50a4ee4fcb.jpg,811689,15384,1.90%
406,09036_rust_jpg.rf.fb38674ee494a508b74019e7a20bbe1d.jpg,3918691,257191,6.56%
407,09037_rust_jpg.rf.7c2177e660871ce51619f95a5ec5adc5.jpg,2602126,18072,0.69%
408,09038_rust_jpg.rf.f0b0b248fe711f1a5eec2c7545e4a112.jpg,2004829,9428,0.47%
409,09039_rust_jpg.rf.25e4dcfcba2954c3775d586cfc4028b5.jpg,929515,4492,0.48%
410,09041_rust_jpg.rf.61ae214579ff9115ee06ff1313bace25.jpg,1774295,178501,10.06%
411,09042_rust_jpg.rf.707d6844d0ba4ce8b4dbc915b0ae0b47.jpg,2320449,179682,7.74%
412,09043_rust_jpg.rf.6345f2106c47081f76e90bbf6953f5fc.jpg,4011523,92080,2.30%
413,09044_rust_jpg.rf.d360dbc0ce6955ab425eab6309f5d016.jpg,2157246,9800,0.45%
414,09045_rust_jpg.rf.7ba53354dd9feb980f9774308d09eeb6.jpg,1483797,19206,1.29%
415,09046_rust_jpg.rf.bbebfeb70ea6c1789285dd7a50ea4bca.jpg,2005683,16194,0.81%
416,09047_rust_jpg.rf.2920e14e558c9fa1a1dca441c16d1aab.jpg,1837287,49174,2.68%
417,09048_rust_jpg.rf.28d13a0927bdbde01e18428437d8beb9.jpg,2446733,275333,11.25%
418,09049_rust_jpg.rf.2a84d870a3ec672d24836fc2583a9218.jpg,1019153,15073,1.48%
419,09050_rust_jpg.rf.3840bff8ba3ef542b970d4c6d4ced384.jpg,3215198,18667,0.58%
420,09051_rust_jpg.rf.7ae610db35b58165b3c0d76a0ed20404.jpg,2053080,44759,2.18%
421,09052_rust_jpg.rf.a33ea6196173d45f412cd8da15bc5766.jpg,1629714,39073,2.40%
422,09053_rust_jpg.rf.2c8aa529ad1d35f655a3db91bbfc77e0.jpg,909606,41083,4.52%
423,09054_rust_jpg.rf.d3f6b14db722a902d2238a16cf1b93f9.jpg,2124529,14924,0.70%
424,09055_rust_jpg.rf.6b65a3de18f176d6a468d65fbdcd7612.jpg,6037957,236600,3.92%
425,09056_rust_jpg.rf.77908d0b2c950b73f8dc6377577b10a5.jpg,1414060,10877,0.77%
426,09057_rust_jpg.rf.6352cf7aca5f8d986dc750a973a8248e.jpg,1180373,15403,1.30%
427,09058_rust_jpg.rf.fa48b0a8ae60c94f838589e712a6f7f0.jpg,2905669,157305,5.41%
428,09059_rust_jpg.rf.24f3669ffe1917aa1f697ae37973888c.jpg,2188986,16424,0.75%
429,09060_rust_jpg.rf.d47c1dced2f502ca87a70e8aff6f30f3.jpg,1251554,25562,2.04%
430,09061_rust_jpg.rf.2b21d1e61f1640cd5d8adfba991e0678.jpg,3963706,240155,6.06%
431,09062_rust_jpg.rf.813f684535de612f2eaf94c176e0aafc.jpg,4524942,20085,0.44%
432,09063_rust_jpg.rf.6b2ca10aadbf06f634e1fa3298ddcc51.jpg,1714148,23211,1.35%
433,09064_rust_jpg.rf.b5a035cb9b5d06a026826b4e7bad4e6d.jpg,1260265,19777,1.57%
434,09065_rust_jpg.rf.6bfad9cb21456d8360930e546962f691.jpg,2009483,16892,0.84%
435,09066_rust_jpg.rf.e7fc682bb86d13468f4e9dd9a8827256.jpg,2055063,18611,0.91%
436,09067_rust_jpg.rf.90f01f4f6cb384816d27da700b0404ce.jpg,2238108,24709,1.10%
437,09068_rust_jpg.rf.02f510d20383206036e3e1160610cf1d.jpg,4699297,83807,1.78%
438,09069_rust_jpg.rf.5ddcc63a778fe8bc0590265c096ec56a.jpg,1789454,284033,15.87%
439,09070_rust_jpg.rf.894126f2ecc3b17091da1c55a28b54ea.jpg,1230912,20230,1.64%
440,09071_rust_jpg.rf.13d6acb6839a93bbf4e28f7d31f93783.jpg,1417536,9018,0.64%
441,09073_rust_jpg.rf.d6e280cb479f7a4da6b9b1396b90e08c.jpg,3242096,14329,0.44%
442,09074_rust_jpg.rf.1f457d7013191c7dff73892cdf05df25.jpg,2525867,104634,4.14%
443,09076_rust_jpg.rf.b9b44d38b5d63aa960223a18c9412aa5.jpg,7392587,587440,7.95%
444,09077_rust_jpg.rf.e69c9d9df969874e17e7b5de2aeb655e.jpg,2035564,131664,6.47%
445,09078_rust_jpg.rf.b431adf53c5de376d56081661e19132d.jpg,2142364,20430,0.95%
446,09079_rust_jpg.rf.68aead224bb4e76c8299b824a19ca5d1.jpg,1356325,8642,0.64%
447,09080_rust_jpg.rf.d328cea51d914f87af24ee4bf72502dd.jpg,1582805,7489,0.47%
448,09081_rust_jpg.rf.31051b7359a472ce2ead00c1bf7cde06.jpg,1748539,22481,1.29%
449,09083_rust_jpg.rf.7bb1c99957a4ff4fcfbf3f0de161d6a9.jpg,2761439,8016,0.29%
450,09084_rust_jpg.rf.c8ef467103a811e41edaa5be5f5f0b40.jpg,1603182,13086,0.82%
451,09090_rust_jpg.rf.235c876880dc4079eef540b4eb47b3a8.jpg,1552860,183551,11.82%
452,09091_rust_jpg.rf.4020dc5ec406b9062d9dfd6a23a51234.jpg,4445857,39471,0.89%
453,09092_rust_jpg.rf.d8a2d2f80275074c0c5a09c78fd630b3.jpg,1768753,21532,1.22%
454,09093_rust_jpg.rf.4a92a820e49325e6e752f1310214a3c1.jpg,1668636,67198,4.03%
455,09094_rust_jpg.rf.730ff38f7a4883a5349e729b6f10549a.jpg,3680419,68731,1.87%
456,09095_rust_jpg.rf.ddc6fe1f6d258caff077bff8242988f1.jpg,1355111,8677,0.64%
457,09096_rust_jpg.rf.484a61fbe569bd8ae7fd0fa8405c69cf.jpg,2224773,18975,0.85%
458,09097_rust_jpg.rf.2f4b1036afcc2a53a73941adebb7f623.jpg,2940010,87833,2.99%
459,09098_rust_jpg.rf.377a66076be886518c63ab0fff12ee7e.jpg,4430374,25843,0.58%
460,09099_rust_jpg.rf.a784ff11d183f14505cb2651f481d4f4.jpg,985929,15168,1.54%
461,09101_rust_jpg.rf.914c626c8b81177bd72836928d6f585e.jpg,664038,27204,4.10%
462,09102_rust_jpg.rf.6f64bbed951665e446b9f94824049bc6.jpg,1499354,32918,2.20%
463,09103_rust_jpg.rf.21f70d26363bfdc44470fe8695eaf19f.jpg,2095581,8155,0.39%
464,09104_rust_jpg.rf.b5e97eec28cbc1ecf3e91fd974530ab1.jpg,3395788,6153,0.18%
465,09105_rust_jpg.rf.e5ab14d2c31ea8a76ca3e0f2464568dd.jpg,1980132,25421,1.28%
466,09106_rust_jpg.rf.dad4ed1cde46c3af29ee3769b31cf441.jpg,5733520,90942,1.59%
467,09107_rust_jpg.rf.7f369039464027640f7987b914b4231d.jpg,3524358,84836,2.41%
468,09108_rust_jpg.rf.d0af30c17a72b5ead8b4a8ec7d67ed33.jpg,3859364,214408,5.56%
469,09109_rust_jpg.rf.1ec3fa3c2a0568834741b3acb7c3682b.jpg,1189193,10241,0.86%
470,09110_rust_jpg.rf.c511ec14d28e99e502511f8df0ee220d.jpg,1079349,31592,2.93%
471,09111_rust_jpg.rf.4d969decead10e82c97454657752fc04.jpg,1174357,67743,5.77%
472,09112_rust_jpg.rf.d15574352cf43658e95575a1b6ff7bd0.jpg,1306269,88010,6.74%
473,09113_rust_jpg.rf.ba7cbc91a84e9b4688b52e4c2fb29cda.jpg,1439881,11484,0.80%
474,09114_rust_jpg.rf.61871e3b4104ce420e5ab548268357c2.jpg,2212942,21023,0.95%
475,09115_rust_jpg.rf.f91ed009b22edc2ce1aa9ec97bef1509.jpg,2482711,15404,0.62%
476,09116_rust_jpg.rf.045abffabb92a2b527904ea57d593832.jpg,1905094,16760,0.88%
477,09117_rust_jpg.rf.d5130a71de583fc56aa2c983e3252050.jpg,2246660,7870,0.35%
478,09118_rust_jpg.rf.f605d5584530e4e444fae001c69d9a41.jpg,4680024,20697,0.44%
479,09120_rust_jpg.rf.3771f07078cbeaedef75ebba9fbcd856.jpg,1846138,34568,1.87%
480,09121_rust_jpg.rf.5dbd622ed1882a0682ac61b9f81a3acb.jpg,2563295,81264,3.17%
481,09122_rust_jpg.rf.8f472472e97be80b6e8457eb85ac7f0e.jpg,1427522,19738,1.38%
482,09123_rust_jpg.rf.5c7f8a924c1e07ab328ec0a34ec1cc31.jpg,1579698,407897,25.82%
483,09125_rust_jpg.rf.8d12e76f40273bf379d56c30dbff6bfc.jpg,1230435,12886,1.05%
484,09126_rust_jpg.rf.adc4c5dcde38e5a4c6cb2169f7a66467.jpg,2470650,80974,3.28%
485,09127_rust_jpg.rf.c25aa8ab0c6b95be2ca41d7904ad1389.jpg,1746976,68135,3.90%
486,09128_rust_jpg.rf.3f3c9111bc8b3d193f7208f2161d2157.jpg,3563956,237790,6.67%
487,09129_rust_jpg.rf.31465e3989167cec2b27e17a9afc929a.jpg,3482770,266328,7.65%
488,09130_rust_jpg.rf.8de589d0eaf5e8032efde8035c4f74f3.jpg,3919196,14902,0.38%
489,09131_rust_jpg.rf.6935f0dc53f69bab500d4487113f523d.jpg,1353879,5723,0.42%
490,09132_rust_jpg.rf.5c69c76b62be337e08d848d0c088e84e.jpg,4805795,20955,0.44%
491,09133_rust_jpg.rf.507c6b229730260a878151d90f43911a.jpg,2023375,120417,5.95%
492,09134_rust_jpg.rf.dcaccbe75f47c6beb8d031a50214a883.jpg,2372903,23650,1.00%
